,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19,sample_20,sample_21,sample_22,sample_23,sample_24,sample_25,sample_26,sample_27,sample_28,sample_29,sample_30,sample_31,sample_32,sample_33,sample_34,sample_35,sample_36,sample_37,sample_38,sample_39,sample_40,sample_41,sample_42,sample_43,sample_44,sample_45,sample_46,sample_47,sample_48,sample_49
gene_1416,7.664653,5.321437,7.977131,7.24062,7.931925,7.757137,7.768978,7.780822,6.993323,7.141382,7.777985,7.476843,7.579203,7.568883,7.989803,8.657,6.894818,6.957137,6.654083,6.961565,6.450781,7.341425,7.393785,7.027331,7.458858,7.310286,7.201869,7.932321,6.285017,7.159246,8.29286,7.481791,7.190694,7.778747,7.211139,7.925513,7.776426,8.889157,8.384892,7.816836,7.714431,8.144118,8.134344,7.794539,7.136848,7.466758,7.970273,7.251179,7.004153,7.336239
gene_1417,7.391063,7.634434,7.940637,7.649738,7.696147,8.129747,8.066374,8.073408,8.290171,7.504644,7.374474,8.255014,7.777624,7.893083,7.318416,7.819892,8.035921,8.541526,7.651511,8.025062,8.512918,7.709325,8.03741,7.469601,9.378438,7.927138,7.641351,6.753671,8.509264,8.723432,8.141188,6.827222,7.834977,6.5628,7.821155,7.486296,8.108221,7.966638,7.035943,7.884439,8.500101,7.883236,8.130303,8.44931,8.253039,8.185009,7.464668,8.18977,8.081004,8.13951
gene_1418,7.540027,8.540132,7.616931,7.621664,8.028508,8.335511,8.197045,8.227943,7.973531,7.969905,8.086142,8.313785,8.068515,7.593951,7.28568,8.355245,8.780645,8.422069,7.907966,7.816638,8.832624,8.499132,8.012267,7.977039,8.320087,7.818026,7.742026,8.324253,8.087829,7.524401,7.839027,7.885605,8.314384,7.076805,7.700655,7.566275,8.475648,9.061406,7.510495,7.412587,8.961374,7.841797,8.023161,7.984008,9.096589,8.399116,7.464668,7.426969,7.37169,8.153537
gene_1419,9.295429,10.747068,9.934052,10.312906,11.036414,10.529879,10.287966,11.042973,10.391738,10.241328,10.542471,10.559109,10.893734,6.395805,10.719021,9.925373,9.896204,10.565293,10.983514,10.607155,11.526225,11.451448,10.003827,8.963139,10.959756,9.862445,10.248509,10.360375,10.25211,10.456067,10.255808,11.363653,10.499457,9.360478,10.244994,11.363439,11.151429,10.056502,9.665572,8.679607,11.334838,10.692162,10.769011,9.918087,10.276857,11.014055,10.679489,9.411403,11.737966,10.153223
gene_1420,14.150668,10.324484,12.384643,14.663391,13.083596,13.650906,14.954832,13.589745,11.236714,14.748969,13.843735,11.626467,13.553269,14.222191,11.741855,12.738743,13.211151,12.097693,12.206965,14.870649,10.500961,10.199182,13.645456,12.726239,10.479922,14.865782,8.9414,16.941369,11.211243,10.507259,13.052821,11.244887,10.879614,14.546949,14.518911,13.24445,14.638012,12.147876,12.78273,13.733407,11.924501,14.514831,14.422544,12.239676,12.476313,11.768031,14.279611,8.77067,10.986404,13.049719
gene_1421,3.7738803,5.6452203,0.4525954,0.7685866,5.2888199,1.8384274,4.673596,3.8335884,4.3081934,2.0908534,1.8360857,4.2881814,7.013853,6.5889814,4.2404594,3.2475174,1.7838757,3.4585789,1.3802307,0,2.5140717,4.7095388,1.5316185,4.7577487,2.9517556,2.3130426,5.6731069,4.5100251,1.4978423,4.9366379,3.8943715,0,3.2531724,1.6331522,3.0248515,3.9256672,4.2028487,2.6427478,4.6527962,0.522558,3.0720886,2.7161129,1.5686159,3.3249546,4.1255932,2.6633218,4.3517343,5.6221807,1.4639886,3.8849983
gene_1422,10.829049,10.760936,11.434446,10.250109,10.072762,10.043752,10.606572,10.535606,9.696084,9.975891,10.086136,10.233476,10.767647,9.558402,9.073534,10.541358,10.072588,10.76415,9.968609,10.517728,11.42259,11.193094,10.033285,10.917909,10.489988,9.687372,9.900544,10.469479,9.61323,9.350385,10.355516,10.893597,10.354382,10.074476,10.259284,10.154983,10.111566,9.902943,10.547752,10.102986,9.859937,10.567947,10.532112,10.429156,10.460763,9.871968,10.014774,8.820517,9.817241,10.842555
gene_1423,13.56323,12.18603,11.70401,12.80835,12.31725,13.05637,12.75159,12.71504,12.26004,12.13773,12.39271,12.38091,12.43481,13.83814,12.89124,12.04506,13.05807,12.35724,12.48014,12.53999,12.58121,12.58774,11.58074,13.33103,11.9717,12.91379,13.32112,12.30871,12.22299,12.21633,12.6593,11.45583,12.40317,13.02236,12.33477,12.56444,12.23079,12.50608,12.50019,12.86617,12.01475,12.80199,12.38802,12.74267,12.22121,12.67458,12.92349,12.74777,11.51631,12.30993
gene_1424,10.496724,10.61332,9.876397,10.549371,10.180593,10.5671,11.614954,10.279436,9.426552,9.657354,9.937755,10.511051,9.663907,11.193993,10.297822,10.361286,8.980305,10.191676,10.827827,10.404854,9.155984,11.10987,10.990841,9.940474,9.97861,10.418158,10.457381,9.942152,10.088682,9.769912,9.171032,8.47775,10.344939,10.558009,9.835566,10.311442,10.467707,10.237688,10.766769,10.330816,10.456878,10.320169,10.450943,11.385496,10.550227,9.175891,10.899425,10.592158,8.733188,9.821984
gene_1425,9.040054,10.460732,7.300215,6.971934,8.882765,8.137662,7.914702,8.255265,8.409985,8.156189,9.967073,9.023466,8.643023,9.059347,9.709733,8.990396,8.331486,8.972176,8.143745,7.327103,8.991065,6.705536,9.764379,7.409094,8.950562,8.226374,8.094057,10.282104,9.112056,7.892907,6.869649,8.160436,8.367882,9.69917,7.719574,7.879743,8.785302,8.740155,10.93073,9.13766,8.650362,8.429336,8.076677,9.123715,9.151542,9.416542,8.208444,7.694727,8.922876,7.380703
gene_1426,0.5918709,0,0,0,0,0,0,0,1.683921,0.7242137,1.4402081,0,0.8353582,1.8057465,0,0,0.4319973,0,0,0,0,0.4720718,2.7383787,0,0,0,0,0,0,0.7051375,0.7750927,1.3905576,0,0,1.4046307,2.470641,0,0,0.4330663,8.412049,0,0,0.4784024,0,0.4252444,0.3132459,0,0.7916891,0.434775,1.071694
gene_1427,10.5803434,4.3121133,10.1280072,11.3454829,8.0641931,10.0600879,1.8777442,10.4177365,3.1285409,8.436953,8.920853,1.4416959,9.8665819,9.979911,9.8701135,6.7946498,4.4091261,2.2330597,3.4085081,9.2196719,8.4970854,1.349705,2.3674829,7.6483001,1.4534386,3.959223,8.3193199,12.9013232,3.5335758,0.960141,10.0310257,9.2046616,3.5682997,9.7449482,9.6896975,10.3351,6.3003764,9.7604455,10.9309886,10.2749838,1.4244384,11.9229151,8.2856334,1.1571084,1.9040023,9.2942922,9.7344353,10.5378493,7.7845498,6.7969222
gene_1428,9.952098,9.381428,9.489455,9.415216,8.885239,9.547737,9.060072,9.392693,9.740047,9.458862,9.073357,9.196654,9.424166,9.445772,8.921945,9.449279,9.811468,9.18159,9.150273,9.547941,10.277671,10.298842,9.803715,10.524003,9.455327,8.760886,9.511438,9.335739,10.27411,9.743173,9.395153,9.495969,9.493529,9.393103,9.480154,8.795296,9.224033,9.108459,9.129721,9.13289,8.917963,9.347081,9.68765,9.898521,9.134693,9.488376,9.168652,8.898798,9.461025,9.432093
gene_1429,9.919081,9.448591,7.683093,9.716089,9.021807,9.149155,8.832093,8.950498,8.248786,9.311505,8.97467,8.918884,9.540184,11.261067,9.358798,8.401771,8.971302,8.764185,9.26138,9.807265,9.799113,8.409985,8.512626,7.824456,9.798107,9.074778,8.820747,9.496516,8.050594,8.51676,9.064859,8.229102,9.736899,8.393433,9.137844,9.135999,9.195879,10.051766,8.191133,8.320453,9.909283,9.837953,9.151861,8.624408,9.381748,8.688317,9.091626,8.775492,8.863102,8.380379
gene_1430,9.747547,9.121847,8.125222,9.311242,10.40679,9.70163,10.17289,9.329621,10.513589,8.536574,9.821666,9.985415,8.259696,11.515335,10.227183,10.289892,10.388426,9.915222,9.259873,8.870013,9.441942,8.915873,9.165847,10.518555,8.159402,10.502951,9.418911,9.665146,9.320695,8.291507,10.706608,8.351633,9.81974,11.010535,9.264332,10.103039,8.815278,9.343537,10.099019,11.09601,8.593634,7.698253,8.829073,9.246641,8.218587,9.947254,9.221017,10.988734,10.314697,10.014871
gene_1431,10.923246,8.89978,6.223013,6.239923,7.957688,6.447961,10.376755,6.853671,10.06808,4.759151,6.534161,8.299707,7.00947,8.043973,7.366156,9.269779,12.948232,8.88205,9.824544,5.53784,10.056489,10.076268,12.364184,7.819566,8.326937,9.539264,6.821111,7.651776,13.135753,14.038602,7.781891,10.181848,10.728482,7.048443,6.649569,8.068574,9.39004,10.546788,6.797986,8.129015,8.851003,5.921484,6.364571,7.692392,7.731448,9.866732,6.376481,2.613037,9.138103,8.663231
gene_1432,11.692921,10.095239,10.469499,11.272064,9.855347,10.206196,9.68807,10.15212,8.734357,9.399096,9.986084,9.26478,10.10511,11.441943,10.448478,9.298752,9.477262,9.299716,8.943051,10.243472,8.990036,8.070958,10.116253,9.835488,8.795501,11.237885,9.88007,10.473584,9.022795,7.469023,9.523119,8.006994,8.62481,9.917922,10.49053,9.623188,9.072229,9.44835,10.438074,9.878515,8.559266,10.928244,10.438324,9.755133,9.123439,8.881689,10.422675,10.479204,8.462465,9.318466
gene_1433,10.730793,10.481174,10.381283,10.630759,10.610213,10.556449,9.904465,10.39368,10.594642,10.390395,10.488774,10.286223,10.096742,10.171177,10.601372,10.345705,9.35762,9.82638,9.383674,10.314674,10.572425,9.975877,9.403387,11.344779,10.430745,9.563305,9.221954,10.036325,9.502524,10.066331,10.81172,10.600359,9.801054,10.262024,10.43394,10.675278,9.87349,9.966849,10.623132,10.707972,9.897038,10.328439,9.515264,10.259684,10.549852,10.336964,10.329168,10.332417,11.129901,10.762141
gene_1434,8.119958,6.123118,8.609267,8.129978,8.352838,8.746837,7.519188,7.890933,7.308303,8.047113,8.227871,7.144281,8.335372,7.016987,8.122093,7.431932,7.243022,7.159841,7.119263,7.424796,8.520717,7.1147,7.004344,8.771186,7.302365,7.635413,7.604998,7.885879,7.108043,7.740874,8.155132,8.234429,7.170977,7.809627,8.245401,7.764394,7.325827,8.030303,8.450737,8.342275,7.130498,8.386242,8.105594,7.535625,7.888908,7.639731,7.27988,7.252013,8.447559,7.99108
gene_1435,8.5673401,2.9618455,7.4011611,5.3363012,8.6926643,7.9978343,0.9196833,8.9326252,4.7251685,6.5380958,2.514097,2.9112122,5.4510495,2.7706599,1.4803685,5.0724317,4.9388033,2.1147668,3.8545842,4.3176369,5.1471398,5.5685672,3.7118142,0,6.9106008,7.4866661,3.0382606,2.5462401,2.9876483,0.960141,0.7750927,3.3793992,5.2275062,2.7613491,7.2891889,2.1398624,3.5988773,7.0362396,4.125461,3.4065095,1.5949784,4.5753849,5.2010261,4.9700898,1.4404739,3.1309144,9.2754518,0.7916891,2.4783506,3.2117131
gene_1436,11.382165,10.094236,10.083626,10.284697,9.877068,10.732786,9.150098,10.00784,9.711128,9.065112,10.648304,10.625188,10.492855,9.972348,10.832146,9.299593,10.61822,10.117682,11.01788,10.590419,8.850862,9.798755,10.921268,9.497531,10.72098,10.905522,10.12593,11.798338,9.865953,10.46732,9.631885,8.465889,10.011171,10.823232,10.653356,9.756079,10.955301,9.642317,10.193907,10.267852,10.192034,10.828351,10.369237,10.69299,11.030019,9.198695,9.994947,10.107923,10.529392,9.064495
gene_1437,9.680472,7.8177,9.223015,9.700925,8.763265,9.179384,7.860386,8.710018,7.96237,10.249078,9.040703,8.31534,8.492718,8.093153,7.52603,8.999247,7.803214,8.172882,7.62364,9.488593,9.713254,7.86836,8.45159,8.915855,9.610715,8.540175,9.22149,9.149285,9.122481,7.917563,6.95897,8.804112,7.72553,7.41559,8.943956,8.154464,9.015513,7.834743,8.237057,8.915694,8.979777,9.430737,8.704056,7.594787,8.610228,8.001971,8.015265,9.545893,8.081004,7.933844
gene_1438,10.672885,10.621402,10.392886,10.140178,10.363237,10.589792,11.387296,10.264384,9.488977,10.506754,10.581304,10.83061,10.081284,11.675468,10.066426,10.429313,10.916186,10.739376,10.702415,10.309556,9.393,11.305714,9.849733,11.066547,10.542229,10.11981,9.785737,9.915884,9.73558,9.086678,10.204119,9.800924,11.167117,10.879844,10.515641,10.210659,12.311774,9.794928,10.661876,10.890082,10.850765,10.58217,10.312815,11.381732,11.227604,10.000141,10.749945,9.738474,10.64735,10.594231
gene_1439,8.496179,9.372347,8.29732,7.80304,8.445698,7.781215,8.761225,8.359666,8.965877,8.463843,8.771869,8.887857,8.576613,7.791091,8.312266,8.651637,9.970868,9.066652,8.98382,8.447224,10.11802,8.600459,9.413977,10.108093,8.847474,8.452443,10.34183,8.798229,8.859019,8.486658,8.614195,9.636634,9.766753,8.013953,8.14321,8.435704,9.333151,8.891231,8.741791,8.34584,9.090883,7.959486,8.375496,9.454852,8.584692,8.624152,7.608624,9.855815,8.220238,8.368406
gene_1440,7.0315716,4.6377783,0.7965978,4.0114062,4.8222305,7.3090488,7.6134432,4.346808,8.445917,6.7712385,5.8785905,4.2100537,7.8006476,1.6229772,3.261967,3.7087501,6.5946277,8.0432625,6.5640687,7.7324117,4.2015711,2.497178,4.315472,2.3825566,6.4829999,8.6516401,9.227291,3.7980194,9.4706589,9.5449297,2.4914683,3.2377625,5.4614238,7.2107785,3.8257551,2.1398624,6.1504053,8.5104398,3.336569,6.7773934,5.5692571,7.5856086,6.0926176,6.1604342,6.5372215,2.7697506,7.3047392,7.7931221,2.8031444,6.530759
gene_1441,4.304861,7.143138,4.435342,3.184471,4.05615,5.714913,5.99689,6.04114,7.596421,2.635987,7.45065,9.153517,8.166284,3.154502,3.795912,5.500659,7.438301,6.831497,7.707904,5.415127,8.051209,5.975985,5.235987,2.023291,6.209837,8.435999,6.452531,4.584692,7.364651,8.981767,6.529855,4.308361,8.326641,8.726187,4.33774,5.244537,5.940127,8.446806,4.730955,6.748394,7.813659,5.033639,5.788336,5.649774,7.288146,5.636393,3.739481,7.826027,4.419606,6.74599
gene_1442,5.305383,8.015766,5.451056,3.947049,3.815217,4.489825,4.014204,4.559039,6.020155,2.476122,5.258183,6.895921,6.669367,5.045849,4.836374,4.888621,8.47999,6.390757,7.979357,4.757199,4.889289,6.752922,6.363104,5.26858,6.52446,7.315086,5.09546,4.197512,8.837322,4.171415,6.275469,4.050441,7.60134,7.733158,4.938018,5.880725,3.983833,6.926474,4.991268,6.035793,5.787302,2.448055,5.088816,5.805968,5.420341,5.579002,3.010941,2.613037,6.62106,8.394621
gene_1443,3.7193697,2.3289513,0,3.2920013,2.4720718,2.5167968,2.4484517,0,1.0748479,3.4302853,2.8068808,1.2468337,1.12201,0,1.0524855,0.9218171,2.3754009,4.2300723,0,4.1736472,2.419485,0,2.3674829,1.8804896,4.3918708,1.0415934,1.5479433,1.7742494,3.5335758,3.3860936,0,0,0.4729036,1.3654126,4.8307472,0.6488335,3.2513404,0.9062749,0,4.3978577,0.7429548,3.225969,4.5969888,3.201775,1.9040023,0.9781956,0,0,0.7685019,1.4075703
gene_1444,8.931851,10.450933,9.458097,9.286262,11.123003,9.372118,9.061274,8.836394,9.909058,10.171277,10.127066,9.533583,9.423095,8.322311,9.318918,10.300684,9.484311,9.984333,9.702167,9.30962,10.438646,11.333468,10.233739,7.92795,10.021174,9.325634,9.163375,10.614268,10.973331,10.817008,9.776379,10.351182,10.338046,9.12416,9.172583,10.170701,10.370916,9.557824,9.425961,8.450362,9.85889,9.433066,9.57497,9.213146,9.317313,10.523317,8.155835,8.041522,10.504461,9.977509
gene_1445,8.423582,8.4092,8.72889,8.352043,8.263255,7.39315,7.65316,7.826555,9.397016,7.924824,8.760926,6.881126,7.884299,8.009773,7.993374,7.79829,8.467381,6.584705,6.645978,8.174082,6.815729,8.005956,9.520238,7.860007,5.590632,8.193796,8.87554,9.016714,8.920957,6.959759,7.732222,7.074698,6.990195,9.467004,8.549099,7.602639,6.994467,7.948268,8.130936,8.868332,6.315713,7.737464,8.218539,6.902194,6.743259,7.590572,8.15967,8.7068,8.395988,8.529887
gene_1446,10.172765,10.401349,10.62368,10.038645,9.934596,10.794424,9.635667,10.497852,9.781094,10.637694,10.348009,10.742293,10.516606,9.708699,9.912536,10.003504,9.969358,10.170526,10.960248,10.578401,10.430714,12.141542,9.247113,10.865834,11.024399,10.02259,9.647217,10.693374,10.821056,10.326441,10.897845,10.525119,10.633032,9.488419,10.227255,10.585423,10.409158,9.818865,10.349878,9.978668,10.782056,10.437825,10.178764,10.332439,10.934767,10.739679,10.509963,9.907251,10.821495,9.598248
gene_1447,6.7345471,5.4515145,3.6771474,6.3435517,3.725054,3.4430098,1.2249664,5.5055258,3.0342685,6.1842724,5.6515225,2.4496406,5.7741413,0,5.361077,3.027791,3.9033083,1.0775165,1.9581003,6.0415847,1.8226894,2.2843661,1.0939658,2.8339628,1.4534386,3.3959265,8.8435882,1.3860936,7.1065472,3.4289329,4.5919965,2.8405237,2.9968949,6.5466707,2.1026245,2.6113377,0.7999991,5.9788454,5.0685547,4.619008,2.8874278,5.2810676,6.0332203,0.8640177,0.4252444,1.9671686,3.4207114,9.2919649,2.2836848,7.761405
gene_1448,2.8249511,8.0227617,2.7857389,1.9314183,2.6128007,2.2822322,6.3363512,2.8259891,2.0153905,0.7242137,2.8068808,3.6635496,3.9911363,2.1137338,2.1954736,3.1048231,9.4349618,6.2575123,3.2228046,5.5230569,1.9634371,1.349705,9.1865946,4.3055255,3.7191725,6.9609055,10.4803964,4.632402,1.4978423,2.5178804,3.5000244,2.6298928,2.2867038,3.8214245,2.5710457,1.7099082,7.3805217,6.6407496,6.2595926,1.6702512,3.5987106,3.1374052,4.0643224,3.3249546,3.1513393,2.6633218,1.4673838,10.4072359,1.2672361,7.8876045
gene_1449,11.833874,12.202528,10.300639,11.606993,11.186145,10.991671,11.577353,11.270091,10.158496,11.263492,12.052052,11.76568,11.347239,10.911325,11.741551,11.138931,11.890169,11.378826,12.12266,11.390642,11.537878,11.184479,11.707376,11.193285,11.436175,12.286168,11.790792,11.500653,11.18503,10.865818,11.416887,11.552943,11.942309,11.964817,11.747878,11.661052,11.412353,11.620279,11.734401,11.685349,11.833697,11.66846,11.560839,12.110522,12.000106,11.553879,11.733164,10.970451,12.207673,10.926222
gene_1450,10.888401,9.591977,11.350011,11.449922,10.199844,10.67816,9.632833,10.75141,9.638441,11.095674,9.316671,9.575178,10.533476,9.505282,10.699468,9.857791,10.046005,10.131021,10.359848,10.470639,10.787103,9.223459,9.380229,9.730299,9.55341,10.143077,9.239281,9.102913,9.659782,9.540626,10.729,10.535266,9.908567,9.647881,10.746758,10.373235,10.613716,10.212448,9.971831,9.651278,10.665291,11.432004,11.46149,10.465944,10.022867,10.214392,10.656872,9.818886,9.472149,10.290422
gene_1451,8.980462,6.459884,9.907729,6.646808,11.885193,8.335511,10.231305,9.481963,7.274299,8.146263,10.998125,10.943555,9.992443,7.546578,10.947535,10.373006,7.080999,11.652357,10.378197,8.318326,10.158382,7.172367,6.489936,10.891381,12.240037,9.675751,6.514566,11.397418,11.497992,12.361036,11.340195,10.592438,10.833736,9.807199,8.809157,9.949107,11.198132,9.251352,10.659068,8.586018,11.842853,8.749957,8.280168,10.580918,11.281652,10.012722,9.35733,8.104195,9.769782,8.408725
gene_1452,9.441486,9.783139,9.98268,10.272851,10.834716,8.881383,10.139065,9.912496,9.543473,9.16189,9.791296,9.857259,10.44008,8.915123,10.055296,10.126356,10.655853,9.704827,9.509373,9.973453,10.437138,10.235775,12.616142,10.499975,8.657122,10.481749,11.024288,12.417721,9.524538,7.414102,9.594543,9.356577,9.275559,11.133739,9.231761,10.23465,9.739323,10.031426,11.572695,10.382213,8.88429,8.842159,9.702325,9.894662,9.850468,10.039234,10.50121,10.482899,10.097532,11.364879
gene_1453,8.638834,7.965842,6.292482,6.030725,7.914146,7.191079,10.136209,8.667427,8.080599,7.514966,8.051617,9.890512,7.018222,7.898124,7.044853,9.183638,7.269052,10.507408,9.443803,6.198647,7.483647,7.319491,8.543662,6.112683,9.518824,7.32464,6.537158,8.699486,7.129283,7.201967,7.29908,7.599868,10.915693,8.807963,6.718896,7.666458,10.803929,8.18604,8.562376,8.066956,10.124367,6.882545,8.111965,10.853232,9.777397,7.165801,6.940167,4.810016,7.568982,8.494976
gene_1454,8.760234,9.865967,8.314121,9.973496,11.083858,9.166507,10.47266,10.734083,9.080149,9.020527,9.254126,10.478446,9.564298,8.85158,10.655745,10.421802,11.014885,10.145754,10.080924,9.50467,9.634517,11.229606,10.546605,12.174445,9.302518,10.222759,8.360017,9.379931,9.554946,7.828352,10.9266,10.879016,10.612804,9.363935,9.755337,9.375604,11.502081,11.324271,9.760046,8.741244,10.431069,9.938846,10.175337,10.725588,10.224074,10.614949,11.273708,7.920484,10.414738,10.305446
gene_1455,8.072995,6.773561,9.445952,9.191355,9.000344,9.096944,8.152533,8.45702,8.58855,10.145767,8.630871,8.737004,9.178493,8.793252,9.718956,8.653239,8.362496,9.071621,9.244704,8.620381,9.053418,4.347474,9.353537,9.031279,9.146956,9.836374,9.268381,8.890647,9.391368,11.369325,8.729893,9.426929,7.417144,8.00513,9.355444,9.464098,8.80814,9.600688,9.123151,8.574499,9.170621,8.762967,8.34964,8.866698,9.079319,9.158244,8.355646,8.792244,9.258985,8.85739
gene_1456,10.295448,11.630021,9.824574,9.701533,9.672443,9.629952,10.485729,10.295149,10.446246,9.800298,9.693917,10.153121,10.011744,10.227267,9.185113,9.826512,9.949637,10.269442,9.936401,9.519638,10.009563,10.319458,10.741501,9.828209,9.618714,9.929358,10.049413,9.901959,10.407831,9.596348,10.106026,9.399477,10.019521,10.651464,9.674266,9.706933,9.848884,9.926464,10.045541,10.140843,9.835679,10.155868,9.612415,10.44791,10.119927,9.57081,10.819245,10.118396,9.219522,9.715394
gene_1457,10.803082,9.641302,9.380437,8.982477,9.348064,8.961727,11.242168,9.492047,8.174606,9.996276,10.109269,8.947225,9.401507,11.452262,9.179777,9.860224,9.585445,9.186968,8.903029,9.396316,7.806885,9.893976,9.102737,11.206911,7.98599,9.180541,10.184355,9.257847,9.454996,8.210856,9.76345,8.233773,8.880128,11.068516,9.769902,9.000206,9.553322,9.383739,10.586033,11.798407,8.645518,9.518832,9.138799,9.543929,9.040399,8.632992,11.507725,9.378453,8.382611,9.779204
gene_1458,5.0642793,0.587845,4.1659682,4.9164098,2.8010966,9.8344379,0,3.6807407,0.3523066,6.2099134,0.5144,2.0319597,4.6618465,4.8926387,1.2822619,2.3291236,1.0336521,1.310631,1.3802307,0.9612529,2.0916321,0.4720718,1.3293533,4.1585148,1.0611541,2.0619144,0.5665716,2.8179097,0,2.5178804,6.7791152,2.7035659,1.3514587,0,2.5710457,2.1398624,1.0783366,1.458592,1.6325009,2.3012364,0.7429548,4.4705304,4.8342308,0.8640177,1.2456782,0.7886857,5.7771409,0,4.0423467,2.2799764
gene_1459,9.947517,13.032438,9.544638,10.6094,11.749798,10.75769,11.071556,10.543245,10.458212,11.090959,11.013455,10.871097,10.788588,11.157145,10.739713,10.975826,12.750341,10.801425,11.033795,10.734108,11.324653,11.105568,12.773034,10.191775,9.787148,12.013529,10.229564,10.404407,10.660566,10.700518,10.907492,11.343269,10.90055,10.95922,10.751745,10.574717,10.547386,11.356854,10.536908,10.006508,11.278246,10.468217,11.184007,10.278693,10.710522,10.729825,10.632077,10.398669,11.299912,10.688766
gene_1460,9.19913,10.251044,11.001289,11.545669,10.670302,10.108028,9.073266,9.770576,12.826342,10.839566,10.987818,9.194668,10.283204,7.885483,9.942242,11.611855,10.561698,9.036462,8.888463,10.776005,10.024212,8.502215,11.137318,10.187995,8.684051,10.259343,10.273388,10.268986,9.879427,10.11107,9.651794,10.675472,8.321401,9.193134,11.332137,10.910575,9.636956,10.282926,10.71843,9.614182,8.909773,10.290952,10.671506,8.210589,8.645237,10.291746,9.662412,9.133849,10.000296,10.287112
gene_1461,10.900459,11.213037,11.555605,11.586507,12.010259,11.44503,10.943504,11.475014,12.024018,11.962614,11.690181,11.286211,11.635088,10.799589,12.076582,11.96808,11.293339,11.647706,11.358058,12.039145,12.729799,11.505469,12.08796,10.841942,11.960176,11.935088,11.653212,11.87239,12.020997,12.729162,11.810716,12.255926,11.357673,11.276875,11.36765,11.896726,11.47266,11.692171,10.726499,11.272367,11.981967,11.318029,11.818934,10.906906,11.342147,11.891404,10.793644,11.469428,12.331085,11.674289
gene_1462,3.3403914,1.1747899,1.6830227,1.0394192,0.8897072,3.4430098,4.0916914,4.6441851,0.3523066,1.8511993,1.8360857,7.321414,5.1179236,0.8734195,1.0524855,0.5332643,5.1939767,5.4933111,6.6494833,4.1736472,2.318259,7.62129,3.9773166,1.103934,7.8940841,2.5916315,5.404835,2.7329204,4.6272566,2.1592417,0,0.4053389,6.801689,1.3654126,2.4311415,3.2506433,5.1779776,4.3386027,3.6499143,1.4574367,8.4172449,1.6908193,3.7214055,7.8570853,7.1763327,0.3132459,3.0109409,5.8767404,0.7685019,2.7025689
gene_1463,3.1055608,4.9273466,2.2280183,3.9470489,3.4148526,4.3141309,4.56909,4.0978889,3.9691136,2.0908534,3.9602986,5.1977868,4.9450411,2.8560296,4.2675283,3.7572793,4.6080818,5.4573021,2.7593902,3.1003386,4.9749239,3.6569997,3.2204383,1.5438423,3.7191725,4.5045505,3.1203519,1.5931625,3.0525202,2.8685287,5.9746027,4.2106538,3.2531724,3.650845,3.9333838,2.9661166,4.5148797,8.314402,3.1212973,1.4574367,4.3361691,3.7286063,4.7524061,3.9403171,4.9460384,2.8201585,5.1465697,5.6850375,2.874069,3.3738431
gene_1464,7.903056,8.205959,8.516397,8.764065,8.946497,7.626811,8.786208,8.270412,8.026529,8.620227,8.652537,8.633558,8.227972,7.752648,9.620024,8.470687,9.269384,8.530016,9.117238,8.799706,8.179407,8.371716,9.761962,7.589247,8.132839,9.620077,9.022368,8.171137,8.472691,9.857309,9.154922,9.040186,8.461353,8.25636,7.730803,8.775617,8.796166,8.513893,8.566378,7.708939,9.286424,8.649461,9.10627,8.023194,8.143618,8.498227,8.558394,8.092646,7.935206,9.124186
gene_1465,2.1858983,0,2.1098286,0.4348817,0,1.1941501,0.531868,0.7795539,0,0,0,0,4.0941009,0.5018213,0,0,2.469339,2.2330597,2.0725175,1.2753051,0,1.5537045,2.0092397,0,1.3341106,0,1.2886539,0,0,0,0,0,2.3970636,0,0,0,0,0,0,0,0,3.4630862,2.3022898,0,0,0,1.4673838,0,0,0
gene_1466,10.105961,9.701814,11.386401,10.878603,11.321618,10.474791,9.35935,9.333632,9.474462,11.7005,10.196651,9.94177,10.327901,9.391499,9.362728,10.570501,10.372179,9.838561,9.899587,10.777173,10.197204,9.293249,10.513027,9.482927,9.886552,10.882651,10.277869,10.485407,9.601082,11.042624,10.485749,10.262154,9.756443,8.67517,9.915673,10.32364,9.749916,9.864225,10.027256,8.679607,10.588621,10.320789,11.336802,9.326209,9.733334,10.329763,8.646825,9.818921,10.413628,10.85377
gene_1467,11.02997,10.901689,10.755614,10.092625,9.763964,10.52778,10.320022,10.340907,10.786613,10.731404,11.011961,10.260778,10.306176,11.041173,10.170038,10.525247,11.143785,10.195778,10.403012,10.580193,8.15025,7.945157,11.569656,10.33132,10.044217,11.293546,10.413797,10.802654,11.344529,11.745687,11.637463,10.475044,10.209222,10.717788,10.799646,11.487604,10.94294,10.806848,10.628455,11.050413,10.204388,10.413871,11.044859,10.200408,10.095265,10.890127,10.672487,10.663478,10.641013,10.946906
